date,country_code,A,B
2018-03-01,DK,-12,3
2018-04-01,DK,-10,1
2018-05-01,DK,-11,-1
2018-06-01,DK,-9,-3
2018-07-01,DK,-8,-5
2018-08-01,DK,-7,-4
2018-09-01,DK,-6,-2
2018-10-01,DK,-5,-1
2018-11-01,DK,-6,-2
2018-12-01,DK,-4,-1
2019-01-01,DK,-5,-2
2019-02-01,DK,-7,-4
2019-03-01,DK,-8,-6
2019-04-01,DK,-6,-7
2019-05-01,DK,-6,-9
2019-06-01,DK,-8,-11
2019-07-01,DK,-9,-13
2019-08-01,DK,-11,-15
2019-09-01,DK,-10,-13
2019-10-01,DK,-9,-15
2019-11-01,DK,-8,-17
2019-12-01,DK,-10,-17
2020-01-01,DK,-11,-19
2020-02-01,DK,-13,-18
2020-03-01,DK,-13,-16
2020-04-01,DK,-15,-15
2020-05-01,DK,-17,-13
2020-06-01,DK,-17,-12
2020-07-01,DK,-15,-12
2020-08-01,DK,-13,-14
2020-09-01,DK,-12,-12
2020-10-01,DK,-11,-12
2020-11-01,DK,-10,-14
2020-12-01,DK,-8,-16
2021-01-01,DK,-8,-17
2021-02-01,DK,-10,-19
2021-03-01,DK,-10,-19
2021-04-01,DK,-8,-19
2021-05-01,DK,-8,-20
2021-06-01,DK,-7,-21
2021-07-01,DK,-6,-19
2021-08-01,DK,-4,-21
2021-09-01,DK,-5,-20
2021-10-01,DK,-6,-20
2021-11-01,DK,-7,-21
2021-12-01,DK,-7,-22
2022-01-01,DK,-7,-21
2022-02-01,DK,-8,-21
2022-03-01,DK,-8,-20
2022-04-01,DK,-10,-20
2022-05-01,DK,-12,-21
2022-06-01,DK,-13,-21
2022-07-01,DK,-12,-23
2022-08-01,DK,-10,-24
2022-09-01,DK,-12,-26
2022-10-01,DK,-11,-27
2022-11-01,DK,-9,-25
2022-12-01,DK,-7,-26
2023-01-01,DK,-7,-28
2023-02-01,DK,-5,-28
2023-03-01,DK,-7,-30
2023-04-01,DK,-6,-32
2023-05-01,DK,-4,-30
2023-06-01,DK,-3,-28
2023-07-01,DK,-5,-26
2023-08-01,DK,-3,-24
2023-09-01,DK,-3,-23
2023-10-01,DK,-4,-25
2023-11-01,DK,-3,-23
2023-12-01,DK,-4,-25
2024-01-01,DK,-2,-25
2024-02-01,DK,-1,-26
2024-03-01,DK,1,-24
2015-01-01,DM,-2,0
2015-02-01,DM,-1,-1
2015-03-01,DM,1,1
2015-04-01,DM,-1,0
2015-05-01,DM,-2,-2
2015-06-01,DM,-3,-3
2015-07-01,DM,-1,-2
2015-08-01,DM,0,-2
2015-09-01,DM,1,-3
2015-10-01,DM,1,-4
2015-11-01,DM,-1,-6
2015-12-01,DM,-3,-7
2016-01-01,DM,-5,-9
2016-02-01,DM,-6,-11
2016-03-01,DM,-8,-10
2016-04-01,DM,-10,-8
2016-05-01,DM,-12,-7
2016-06-01,DM,-11,-7
2016-07-01,DM,-9,-8
2016-08-01,DM,-10,-10
2016-09-01,DM,-9,-9
2016-10-01,DM,-7,-10
2016-11-01,DM,-6,-11
2016-12-01,DM,-8,-9
2017-01-01,DM,-7,-8
2017-02-01,DM,-7,-6
2017-03-01,DM,-5,-5
2017-04-01,DM,-3,-7
2017-05-01,DM,-5,-9
2017-06-01,DM,-6,-9
2017-07-01,DM,-8,-8
2017-08-01,DM,-6,-9
2017-09-01,DM,-5,-9
2017-10-01,DM,-6,-10
2017-11-01,DM,-7,-10
2017-12-01,DM,-7,-9
2018-01-01,DM,-6,-10
2018-02-01,DM,-6,-10
2018-03-01,DM,-8,-10
2018-04-01,DM,-8,-10
2018-05-01,DM,-9,-9
2018-06-01,DM,-7,-9
2018-07-01,DM,-7,-8
2018-08-01,DM,-5,-8
2018-09-01,DM,-5,-7
2018-10-01,DM,-4,-9
2018-11-01,DM,-6,-8
2018-12-01,DM,-5,-8
2019-01-01,DM,-6,-10
2019-02-01,DM,-5,-10
2019-03-01,DM,-3,-8
2019-04-01,DM,-5,-10
2019-05-01,DM,-7,-9
2019-06-01,DM,-6,-11
2019-07-01,DM,-6,-9
2019-08-01,DM,-7,-11
2019-09-01,DM,-7,-10
2019-10-01,DM,-6,-11
2019-11-01,DM,-4,-12
2019-12-01,DM,-2,-13
2020-01-01,DM,-3,-11
2020-02-01,DM,-3,-12
2020-03-01,DM,-1,-12
2020-04-01,DM,-2,-11
2020-05-01,DM,-2,-12
2020-06-01,DM,-4,-12
2020-07-01,DM,-4,-10
2020-08-01,DM,-3,-10
2020-09-01,DM,-2,-10
2020-10-01,DM,-2,-8
2020-11-01,DM,-3,-6
2020-12-01,DM,-4,-5
2021-01-01,DM,-6,-4
2021-02-01,DM,-4,-2
2021-03-01,DM,-3,-1
2021-04-01,DM,-2,0
2021-05-01,DM,-4,-1
2021-06-01,DM,-4,1
2021-07-01,DM,-5,0
2021-08-01,DM,-7,1
2021-09-01,DM,-6,2
2021-10-01,DM,-8,2
2021-11-01,DM,-6,0
2021-12-01,DM,-4,-2
2022-01-01,DM,-2,-2
2022-02-01,DM,0,0
2022-03-01,DM,0,0
2022-04-01,DM,-2,-2
2022-05-01,DM,0,-1
2022-06-01,DM,-1,-3
2022-07-01,DM,-3,-4
2022-08-01,DM,-1,-4
2022-09-01,DM,0,-4
2022-10-01,DM,2,-3
2022-11-01,DM,2,-4
2022-12-01,DM,1,-6
2023-01-01,DM,-1,-4
2023-02-01,DM,1,-6
2023-03-01,DM,-1,-5
2023-04-01,DM,1,-3
2023-05-01,DM,3,-3
2023-06-01,DM,3,-2
2023-07-01,DM,4,-1
2023-08-01,DM,4,-3
2023-09-01,DM,2,-2
2023-10-01,DM,2,-3
2023-11-01,DM,3,-5
2023-12-01,DM,4,-3
2024-01-01,DM,3,-2
2024-02-01,DM,5,-1
2024-03-01,DM,6,-1
2015-01-01,DO,2,1
2015-02-01,DO,1,0
2015-03-01,DO,-1,2
2015-04-01,DO,-2,1
2015-05-01,DO,-3,0
2015-06-01,DO,-5,-1
2015-07-01,DO,-4,-1
2015-08-01,DO,-4,-2
2015-09-01,DO,-4,-4
2015-10-01,DO,-4,-5
2015-11-01,DO,-3,-4
2015-12-01,DO,-1,-4
2016-01-01,DO,0,-2
2016-02-01,DO,1,0
2016-03-01,DO,3,1
2016-04-01,DO,1,-1
2016-05-01,DO,0,-3
2016-06-01,DO,0,-4
2016-07-01,DO,0,-6
2016-08-01,DO,1,-6
2016-09-01,DO,3,-8
2016-10-01,DO,1,-10
2016-11-01,DO,0,-8
2016-12-01,DO,2,-6
2017-01-01,DO,3,-5
2017-02-01,DO,4,-3
2017-03-01,DO,2,-3
2017-04-01,DO,4,-4
2017-05-01,DO,3,-2
2017-06-01,DO,1,-2
2017-07-01,DO,2,0
2017-08-01,DO,2,-2
2017-09-01,DO,3,-2
2017-10-01,DO,5,-1
2017-11-01,DO,3,-3
2017-12-01,DO,2,-2
2018-01-01,DO,1,-4
2018-02-01,DO,1,-4
2018-03-01,DO,2,-2
2018-04-01,DO,1,-1
2018-05-01,DO,3,1
2018-06-01,DO,1,3
2018-07-01,DO,3,2
2018-08-01,DO,4,0
2018-09-01,DO,2,-2
2018-10-01,DO,3,-2
2018-11-01,DO,1,0
2018-12-01,DO,0,0
2019-01-01,DO,1,2
2019-02-01,DO,-1,4
2019-03-01,DO,-1,6
2019-04-01,DO,-1,6
2019-05-01,DO,0,8
2019-06-01,DO,2,9
2019-07-01,DO,3,11
2019-08-01,DO,4,13
2019-09-01,DO,2,12
2019-10-01,DO,0,11
2019-11-01,DO,1,13
2019-12-01,DO,2,12
2020-01-01,DO,4,12
2020-02-01,DO,4,13
2020-03-01,DO,6,15
2020-04-01,DO,6,17
2020-05-01,DO,7,19
2020-06-01,DO,6,20
2020-07-01,DO,4,22
2020-08-01,DO,3,21
2020-09-01,DO,2,19
2020-10-01,DO,3,19
2020-11-01,DO,1,21
2020-12-01,DO,1,20
2021-01-01,DO,-1,20
2021-02-01,DO,-2,22
2021-03-01,DO,0,24
2021-04-01,DO,-1,23
2021-05-01,DO,-2,22
2021-06-01,DO,-4,21
2021-07-01,DO,-3,19
2021-08-01,DO,-4,19
2021-09-01,DO,-5,21
2021-10-01,DO,-7,20
2021-11-01,DO,-5,18
2021-12-01,DO,-3,16
2022-01-01,DO,-4,18
2022-02-01,DO,-6,16
2022-03-01,DO,-7,16
2022-04-01,DO,-5,15
2022-05-01,DO,-6,14
2022-06-01,DO,-5,13
2022-07-01,DO,-7,15
2022-08-01,DO,-9,13
2022-09-01,DO,-10,14
2022-10-01,DO,-11,12
2022-11-01,DO,-9,12
2022-12-01,DO,-9,12
2023-01-01,DO,-7,11
2023-02-01,DO,-9,13
2023-03-01,DO,-10,11
2023-04-01,DO,-9,10
2023-05-01,DO,-11,11
2023-06-01,DO,-11,9
2023-07-01,DO,-13,7
2023-08-01,DO,-11,6
2023-09-01,DO,-12,4
2023-10-01,DO,-11,5
2023-11-01,DO,-12,6
2023-12-01,DO,-12,7
2024-01-01,DO,-14,6
2024-02-01,DO,-15,7
2024-03-01,DO,-16,8
2015-01-01,EC,1,-1
2015-02-01,EC,2,1
2015-03-01,EC,2,-1
2015-04-01,EC,0,0
2015-05-01,EC,2,0
2015-06-01,EC,3,2
2015-07-01,EC,4,0
2015-08-01,EC,3,1
2015-09-01,EC,3,3
2015-10-01,EC,4,5
2015-11-01,EC,4,4
2015-12-01,EC,4,6
2016-01-01,EC,3,6
2016-02-01,EC,2,8
2016-03-01,EC,1,7
2016-04-01,EC,3,9
2016-05-01,EC,1,10
2016-06-01,EC,1,10
2016-07-01,EC,1,10
2016-08-01,EC,-1,10
2016-09-01,EC,-3,8
2016-10-01,EC,-5,9
2016-11-01,EC,-6,11
2016-12-01,EC,-8,12
2017-01-01,EC,-8,14
2017-02-01,EC,-10,15
2017-03-01,EC,-10,14
2017-04-01,EC,-10,16
2017-05-01,EC,-8,14
2017-06-01,EC,-7,13
2017-07-01,EC,-9,13
2017-08-01,EC,-7,11
2017-09-01,EC,-9,12
2017-10-01,EC,-11,13
2017-11-01,EC,-10,12
2017-12-01,EC,-8,12
2018-01-01,EC,-6,14
2018-02-01,EC,-8,12
2018-03-01,EC,-8,14
2018-04-01,EC,-9,12
2018-05-01,EC,-9,10
2018-06-01,EC,-9,11
2018-07-01,EC,-9,9
2018-08-01,EC,-10,8
2018-09-01,EC,-10,7
2018-10-01,EC,-10,7
2018-11-01,EC,-9,5
2018-12-01,EC,-10,4
2019-01-01,EC,-8,6
2019-02-01,EC,-9,5
2019-03-01,EC,-8,7
2019-04-01,EC,-8,5
2019-05-01,EC,-8,3
2019-06-01,EC,-8,4
2019-07-01,EC,-10,4
2019-08-01,EC,-9,2
2019-09-01,EC,-8,2
2019-10-01,EC,-7,3
2019-11-01,EC,-9,3
2019-12-01,EC,-8,2
2020-01-01,EC,-7,4
2020-02-01,EC,-9,2
2020-03-01,EC,-10,0
2020-04-01,EC,-8,-2
2020-05-01,EC,-10,-4
2020-06-01,EC,-9,-4
2020-07-01,EC,-7,-3
2020-08-01,EC,-5,-4
2020-09-01,EC,-5,-5
2020-10-01,EC,-5,-4
2020-11-01,EC,-3,-5
2020-12-01,EC,-5,-3
2021-01-01,EC,-3,-4
2021-02-01,EC,-2,-5
2021-03-01,EC,0,-7
2021-04-01,EC,-1,-7
2021-05-01,EC,1,-5
2021-06-01,EC,2,-3
2021-07-01,EC,4,-3
2021-08-01,EC,5,-1
2021-09-01,EC,7,1
2021-10-01,EC,5,1
2021-11-01,EC,5,2
2021-12-01,EC,7,1
2022-01-01,EC,6,-1
2022-02-01,EC,4,-2
2022-03-01,EC,5,-4
2022-04-01,EC,7,-5
2022-05-01,EC,9,-3
2022-06-01,EC,9,-4
2022-07-01,EC,8,-5
2022-08-01,EC,10,-5
2022-09-01,EC,12,-4
2022-10-01,EC,12,-3
2022-11-01,EC,10,-3
2022-12-01,EC,12,-2
2023-01-01,EC,10,-4
2023-02-01,EC,11,-6
2023-03-01,EC,13,-4
2023-04-01,EC,12,-5
2023-05-01,EC,14,-3
2023-06-01,EC,13,-5
2023-07-01,EC,15,-5
2023-08-01,EC,14,-6
2023-09-01,EC,14,-6
2023-10-01,EC,14,-8
2023-11-01,EC,15,-8
2023-12-01,EC,16,-9
2024-01-01,EC,17,-7
2024-02-01,EC,16,-7
2024-03-01,EC,14,-7
2015-01-01,EE,0,-1
2015-02-01,EE,-1,-1
2015-03-01,EE,-3,0
2015-04-01,EE,-5,2
2015-05-01,EE,-4,1
2015-06-01,EE,-4,1
2015-07-01,EE,-4,0
2015-08-01,EE,-3,0
2015-09-01,EE,-2,-2
2015-10-01,EE,0,-2
2015-11-01,EE,1,-4
2015-12-01,EE,3,-4
2016-01-01,EE,5,-3
2016-02-01,EE,3,-1
2016-03-01,EE,3,0
2016-04-01,EE,2,1
2016-05-01,EE,1,-1
2016-06-01,EE,3,-1
2016-07-01,EE,4,-3
2016-08-01,EE,3,-5
2016-09-01,EE,2,-7
2016-10-01,EE,2,-6
2016-11-01,EE,3,-8
2016-12-01,EE,3,-8
2017-01-01,EE,3,-10
2017-02-01,EE,3,-11
2017-03-01,EE,4,-9
2017-04-01,EE,5,-10
2017-05-01,EE,5,-8
2017-06-01,EE,6,-10
2017-07-01,EE,7,-12
2017-08-01,EE,9,-12
2017-09-01,EE,11,-11
2017-10-01,EE,13,-12
2017-11-01,EE,12,-10
2017-12-01,EE,14,-10
2018-01-01,EE,14,-10
2018-02-01,EE,15,-10
2018-03-01,EE,15,-8
2018-04-01,EE,13,-7
2018-05-01,EE,14,-8
2018-06-01,EE,14,-7
2018-07-01,EE,14,-7
2018-08-01,EE,15,-6
2018-09-01,EE,16,-5
2018-10-01,EE,16,-7
2018-11-01,EE,15,-6
2018-12-01,EE,15,-7
2019-01-01,EE,15,-6
2019-02-01,EE,14,-4
2019-03-01,EE,13,-3
2019-04-01,EE,15,-5
2019-05-01,EE,15,-6
2019-06-01,EE,17,-8
2019-07-01,EE,15,-8
2019-08-01,EE,14,-9
2019-09-01,EE,12,-9
2019-10-01,EE,14,-8
2019-11-01,EE,14,-6
2019-12-01,EE,13,-8
2020-01-01,EE,15,-7
2020-02-01,EE,13,-5
2020-03-01,EE,12,-3
2020-04-01,EE,11,-1
2020-05-01,EE,10,-2
2020-06-01,EE,12,-3
2020-07-01,EE,13,-5
2020-08-01,EE,14,-5
2020-09-01,EE,14,-4
2020-10-01,EE,15,-5
2020-11-01,EE,13,-7
2020-12-01,EE,13,-6
2021-01-01,EE,15,-6
2021-02-01,EE,15,-8
2021-03-01,EE,17,-9
2021-04-01,EE,15,-7
2021-05-01,EE,15,-9
2021-06-01,EE,14,-11
2021-07-01,EE,15,-12
2021-08-01,EE,15,-14
2021-09-01,EE,14,-15
2021-10-01,EE,13,-16
2021-11-01,EE,15,-17
2021-12-01,EE,14,-19
2022-01-01,EE,14,-19
2022-02-01,EE,12,-17
2022-03-01,EE,14,-16
2022-04-01,EE,13,-15
2022-05-01,EE,12,-14
2022-06-01,EE,10,-14
2022-07-01,EE,11,-14
2022-08-01,EE,13,-12
2022-09-01,EE,15,-10
2022-10-01,EE,17,-11
2022-11-01,EE,18,-11
2022-12-01,EE,20,-10
2023-01-01,EE,18,-9
2023-02-01,EE,20,-9
2023-03-01,EE,18,-7
2023-04-01,EE,18,-5
2023-05-01,EE,17,-5
2023-06-01,EE,17,-3
2023-07-01,EE,16,-5
2023-08-01,EE,18,-4
2023-09-01,EE,16,-3
2023-10-01,EE,18,-5
2023-11-01,EE,17,-4
2023-12-01,EE,17,-4
2024-01-01,EE,18,-3
2024-02-01,EE,16,-1
2024-03-01,EE,15,0
2015-01-01,EG,-2,0
2015-02-01,EG,-3,0
2015-03-01,EG,-1,-2
2015-04-01,EG,0,-4
2015-05-01,EG,2,-6
2015-06-01,EG,0,-6
2015-07-01,EG,1,-7
2015-08-01,EG,-1,-6
2015-09-01,EG,-2,-5
2015-10-01,EG,0,-7
2015-11-01,EG,2,-5
2015-12-01,EG,4,-4
2016-01-01,EG,2,-6
2016-02-01,EG,0,-7
2016-03-01,EG,0,-5
2016-04-01,EG,0,-6
2016-05-01,EG,2,-7
2016-06-01,EG,3,-5
2016-07-01,EG,5,-6
2016-08-01,EG,5,-8
2016-09-01,EG,5,-6
2016-10-01,EG,4,-4
2016-11-01,EG,2,-6
2016-12-01,EG,1,-7
2017-01-01,EG,0,-7
2017-02-01,EG,-2,-7
2017-03-01,EG,0,-9
2017-04-01,EG,-1,-10
2017-05-01,EG,0,-10
2017-06-01,EG,2,-8
2017-07-01,EG,4,-10
2017-08-01,EG,3,-12
2017-09-01,EG,5,-12
2017-10-01,EG,4,-12
2017-11-01,EG,3,-12
2017-12-01,EG,3,-10
2018-01-01,EG,4,-11
2018-02-01,EG,4,-9
2018-03-01,EG,6,-9
2018-04-01,EG,4,-9
2018-05-01,EG,4,-8
2018-06-01,EG,6,-9
2018-07-01,EG,7,-7
2018-08-01,EG,9,-5
2018-09-01,EG,10,-4
2018-10-01,EG,9,-5
2018-11-01,EG,11,-7
2018-12-01,EG,10,-6
2019-01-01,EG,10,-4
2019-02-01,EG,8,-4
2019-03-01,EG,6,-5
2019-04-01,EG,5,-7
2019-05-01,EG,7,-5
2019-06-01,EG,5,-6
2019-07-01,EG,3,-7
2019-08-01,EG,4,-5
2019-09-01,EG,3,-5
2019-10-01,EG,2,-4
2019-11-01,EG,3,-4
2019-12-01,EG,2,-6
2020-01-01,EG,1,-5
2020-02-01,EG,0,-5
2020-03-01,EG,-2,-3
2020-04-01,EG,-1,-1
2020-05-01,EG,0,-3
2020-06-01,EG,2,-2
2020-07-01,EG,1,-3
2020-08-01,EG,-1,-3
2020-09-01,EG,1,-4
2020-10-01,EG,1,-6
2020-11-01,EG,1,-7
2020-12-01,EG,3,-6
2021-01-01,EG,3,-5
2021-02-01,EG,1,-6
2021-03-01,EG,2,-8
2021-04-01,EG,3,-9
2021-05-01,EG,5,-10
2021-06-01,EG,4,-8
2021-07-01,EG,2,-9
2021-08-01,EG,4,-7
2021-09-01,EG,5,-9
2021-10-01,EG,6,-8
2021-11-01,EG,6,-7
2021-12-01,EG,8,-7
2022-01-01,EG,10,-6
2022-02-01,EG,12,-5
2022-03-01,EG,14,-6
2022-04-01,EG,16,-4
2022-05-01,EG,16,-3
2022-06-01,EG,18,-5
2022-07-01,EG,19,-3
2022-08-01,EG,20,-4
2022-09-01,EG,22,-6
2022-10-01,EG,20,-6
2022-11-01,EG,19,-7
2022-12-01,EG,21,-6
2023-01-01,EG,21,-4
2023-02-01,EG,21,-5
2023-03-01,EG,22,-5
2023-04-01,EG,21,-6
2023-05-01,EG,23,-4
2023-06-01,EG,23,-6
2023-07-01,EG,22,-7
2023-08-01,EG,21,-9
2023-09-01,EG,21,-11
2023-10-01,EG,22,-9
2023-11-01,EG,24,-11
2023-12-01,EG,24,-10
2024-01-01,EG,26,-10
2024-02-01,EG,24,-10
2024-03-01,EG,24,-9
2015-01-01,ES,2,2
2015-02-01,ES,1,2
2015-03-01,ES,-1,2
2015-04-01,ES,0,1
2015-05-01,ES,2,2
2015-06-01,ES,1,0
2015-07-01,ES,2,-1
2015-08-01,ES,0,-1
2015-09-01,ES,2,-3
2015-10-01,ES,4,-1
2015-11-01,ES,2,-3
2015-12-01,ES,2,-4
2016-01-01,ES,4,-6
2016-02-01,ES,3,-7
2016-03-01,ES,4,-8
2016-04-01,ES,2,-8
2016-05-01,ES,3,-6
2016-06-01,ES,5,-4
2016-07-01,ES,6,-6
2016-08-01,ES,6,-8
2016-09-01,ES,7,-6
2016-10-01,ES,7,-5
2016-11-01,ES,5,-4
2016-12-01,ES,4,-4
2017-01-01,ES,2,-5
2017-02-01,ES,1,-7
2017-03-01,ES,3,-7
2017-04-01,ES,2,-6
2017-05-01,ES,2,-6
2017-06-01,ES,1,-6
2017-07-01,ES,2,-8
2017-08-01,ES,2,-7
2017-09-01,ES,3,-9
2017-10-01,ES,1,-7
2017-11-01,ES,3,-9
2017-12-01,ES,4,-8
2018-01-01,ES,2,-8
2018-02-01,ES,1,-6
2018-03-01,ES,0,-7
2018-04-01,ES,2,-8
2018-05-01,ES,4,-10
2018-06-01,ES,2,-12
2018-07-01,ES,3,-13
2018-08-01,ES,1,-11
2018-09-01,ES,-1,-10
2018-10-01,ES,0,-8
2018-11-01,ES,2,-7
2018-12-01,ES,0,-9
2019-01-01,ES,2,-11
2019-02-01,ES,2,-12
2019-03-01,ES,0,-10
2019-04-01,ES,-2,-11
2019-05-01,ES,-4,-11
2019-06-01,ES,-6,-10
2019-07-01,ES,-4,-10
2019-08-01,ES,-2,-10
2019-09-01,ES,-4,-10
2019-10-01,ES,-4,-10
2019-11-01,ES,-5,-9
2019-12-01,ES,-3,-10
2020-01-01,ES,-2,-11
2020-02-01,ES,0,-10
2020-03-01,ES,1,-8
2020-04-01,ES,0,-7
2020-05-01,ES,1,-7
2020-06-01,ES,2,-8
2020-07-01,ES,3,-10
2020-08-01,ES,2,-8
2020-09-01,ES,4,-6
2020-10-01,ES,6,-7
2020-11-01,ES,6,-7
2020-12-01,ES,7,-6
2021-01-01,ES,9,-6
2021-02-01,ES,7,-4
2021-03-01,ES,9,-6
2021-04-01,ES,7,-8
2021-05-01,ES,8,-6
2021-06-01,ES,10,-4
2021-07-01,ES,8,-4
2021-08-01,ES,8,-5
2021-09-01,ES,8,-4
2021-10-01,ES,9,-3
2021-11-01,ES,10,-3
2021-12-01,ES,10,-5
2022-01-01,ES,9,-7
2022-02-01,ES,9,-6
2022-03-01,ES,7,-5
2022-04-01,ES,5,-7
2022-05-01,ES,3,-5
2022-06-01,ES,4,-4
2022-07-01,ES,3,-6
2022-08-01,ES,2,-7
2022-09-01,ES,3,-5
2022-10-01,ES,3,-7
2022-11-01,ES,5,-9
2022-12-01,ES,5,-11
2023-01-01,ES,4,-10
2023-02-01,ES,2,-12
2023-03-01,ES,2,-12
2023-04-01,ES,0,-10
2023-05-01,ES,-2,-10
2023-06-01,ES,-3,-9
2023-07-01,ES,-4,-10
2023-08-01,ES,-6,-9
2023-09-01,ES,-4,-9
2023-10-01,ES,-5,-11
2023-11-01,ES,-4,-10
2023-12-01,ES,-4,-12
2024-01-01,ES,-3,-12
2024-02-01,ES,-2,-10
2024-03-01,ES,-1,-11
2015-01-01,FI,-1,2
2015-02-01,FI,-3,1
2015-03-01,FI,-1,-1
2015-04-01,FI,-3,0
2015-05-01,FI,-5,2
2015-06-01,FI,-7,2
2015-07-01,FI,-5,3
2015-08-01,FI,-6,5
2015-09-01,FI,-7,3
2015-10-01,FI,-7,5
2015-11-01,FI,-6,7
2015-12-01,FI,-4,9
2016-01-01,FI,-2,8
2016-02-01,FI,-4,10
2016-03-01,FI,-4,11
2016-04-01,FI,-3,12
2016-05-01,FI,-4,13
2016-06-01,FI,-5,14
2016-07-01,FI,-3,15
2016-08-01,FI,-5,14
2016-09-01,FI,-4,13
2016-10-01,FI,-3,15
2016-11-01,FI,-2,17
2016-12-01,FI,-4,18
2017-01-01,FI,-2,19
2017-02-01,FI,-3,19
2017-03-01,FI,-2,18
2017-04-01,FI,0,18
2017-05-01,FI,-2,19
2017-06-01,FI,-2,18
2017-07-01,FI,-3,20
2017-08-01,FI,-2,19
2017-09-01,FI,0,18
2017-10-01,FI,0,18
2017-11-01,FI,-1,16
2017-12-01,FI,1,14
2018-01-01,FI,2,12
2018-02-01,FI,4,14
2018-03-01,FI,4,16
2018-04-01,FI,4,17
2018-05-01,FI,3,15
2018-06-01,FI,3,14
2018-07-01,FI,4,14
2018-08-01,FI,6,15
2018-09-01,FI,8,14
2018-10-01,FI,7,14
2018-11-01,FI,5,12
2018-12-01,FI,5,13
2019-01-01,FI,6,15
2019-02-01,FI,4,13
2019-03-01,FI,5,15
2019-04-01,FI,6,14
2019-05-01,FI,8,13
2019-06-01,FI,7,11
2019-07-01,FI,6,11
2019-08-01,FI,6,12
2019-09-01,FI,6,12
2019-10-01,FI,5,10
2019-11-01,FI,5,9
2019-12-01,FI,4,7
2020-01-01,FI,2,9
2020-02-01,FI,1,9
2020-03-01,FI,3,10
2020-04-01,FI,1,9
2020-05-01,FI,1,7
2020-06-01,FI,-1,8
2020-07-01,FI,-3,6
2020-08-01,FI,-2,8
2020-09-01,FI,-4,7
2020-10-01,FI,-4,8
2020-11-01,FI,-5,9
2020-12-01,FI,-6,7
2021-01-01,FI,-5,8
2021-02-01,FI,-4,10
2021-03-01,FI,-6,9
2021-04-01,FI,-6,9
2021-05-01,FI,-6,8
2021-06-01,FI,-6,10
2021-07-01,FI,-5,8
2021-08-01,FI,-6,10
2021-09-01,FI,-4,8
2021-10-01,FI,-5,9
2021-11-01,FI,-6,8
2021-12-01,FI,-4,9
2022-01-01,FI,-5,11
2022-02-01,FI,-5,11
2022-03-01,FI,-7,12
2022-04-01,FI,-5,11
2022-05-01,FI,-7,12
2022-06-01,FI,-8,13
2022-07-01,FI,-6,14
2022-08-01,FI,-4,14
2022-09-01,FI,-6,14
2022-10-01,FI,-4,12
2022-11-01,FI,-4,13
2022-12-01,FI,-6,12
2023-01-01,FI,-4,11
2023-02-01,FI,-2,11
2023-03-01,FI,-2,10
2023-04-01,FI,-2,12
2023-05-01,FI,-2,11
2023-06-01,FI,-1,9
2023-07-01,FI,0,8
2023-08-01,FI,0,9
2023-09-01,FI,-2,9
2023-10-01,FI,-4,9
2023-11-01,FI,-3,7
2023-12-01,FI,-5,8
2024-01-01,FI,-4,7
2024-02-01,FI,-6,9
2024-03-01,FI,-7,8
2015-01-01,FR,-1,1
2015-02-01,FR,-1,2
2015-03-01,FR,-1,3
2015-04-01,FR,-3,2
2015-05-01,FR,-1,2
2015-06-01,FR,-3,2
2015-07-01,FR,-2,1
2015-08-01,FR,-4,-1
2015-09-01,FR,-5,1
2015-10-01,FR,-5,0
2015-11-01,FR,-6,-1
2015-12-01,FR,-6,0
2016-01-01,FR,-6,-2
2016-02-01,FR,-7,-1
2016-03-01,FR,-9,0
2016-04-01,FR,-10,2
2016-05-01,FR,-10,0
2016-06-01,FR,-8,2
2016-07-01,FR,-7,1
2016-08-01,FR,-8,2
2016-09-01,FR,-10,4
2016-10-01,FR,-8,3
2016-11-01,FR,-10,3
2016-12-01,FR,-8,5
2017-01-01,FR,-10,6
2017-02-01,FR,-9,4
2017-03-01,FR,-7,6
2017-04-01,FR,-7,4
2017-05-01,FR,-5,4
2017-06-01,FR,-6,5
2017-07-01,FR,-5,7
2017-08-01,FR,-6,6
2017-09-01,FR,-4,6
2017-10-01,FR,-3,5
2017-11-01,FR,-3,6
2017-12-01,FR,-2,4
2018-01-01,FR,0,6
2018-02-01,FR,1,7
2018-03-01,FR,1,6
2018-04-01,FR,1,6
2018-05-01,FR,3,8
2018-06-01,FR,3,7
2018-07-01,FR,3,8
2018-08-01,FR,2,10
2018-09-01,FR,2,10
2018-10-01,FR,4,11
2018-11-01,FR,2,10
2018-12-01,FR,3,12
2019-01-01,FR,5,12
2019-02-01,FR,6,10
2019-03-01,FR,4,10
2019-04-01,FR,3,10
2019-05-01,FR,1,11
2019-06-01,FR,0,13
2019-07-01,FR,1,11
2019-08-01,FR,0,10
2019-09-01,FR,2,8
2019-10-01,FR,0,7
2019-11-01,FR,2,8
2019-12-01,FR,4,8
2020-01-01,FR,4,7
2020-02-01,FR,2,8
2020-03-01,FR,2,9
2020-04-01,FR,1,11
2020-05-01,FR,-1,12
2020-06-01,FR,-3,12
2020-07-01,FR,-4,10
2020-08-01,FR,-5,9
2020-09-01,FR,-3,8
2020-10-01,FR,-4,8
2020-11-01,FR,-2,9
2020-12-01,FR,-1,8
2021-01-01,FR,-1,6
2021-02-01,FR,0,6
2021-03-01,FR,0,6
2021-04-01,FR,-2,4
2021-05-01,FR,-2,5
